latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.86887,6.98144,321.02,0.4,0.44,2026-05-19,105,N,VIIRS,n,2.0NRT,285.5,1.37,N
36.87727,6.94117,300.26,0.4,0.44,2026-05-19,105,N,VIIRS,n,2.0NRT,285.48,1.13,N
36.88215,6.95747,306.46,0.4,0.44,2026-05-19,105,N,VIIRS,n,2.0NRT,284.46,1.1,N
36.88356,6.96057,308.37,0.4,0.44,2026-05-19,105,N,VIIRS,n,2.0NRT,284.94,1.5,N
37.21138,15.17,305.23,0.4,0.37,2026-05-19,105,N,VIIRS,n,2.0NRT,291.16,1.56,N
37.62453,13.83311,303.16,0.38,0.36,2026-05-19,105,N,VIIRS,n,2.0NRT,281.09,0.85,N
38.42395,27.21458,297.79,0.43,0.62,2026-05-19,105,N,VIIRS,n,2.0NRT,284.93,0.45,N
38.42623,27.21425,305.48,0.43,0.62,2026-05-19,105,N,VIIRS,n,2.0NRT,286.76,0.99,N
38.4292,27.21784,298.4,0.43,0.62,2026-05-19,105,N,VIIRS,n,2.0NRT,286.54,0.45,N
38.73464,26.94202,298.14,0.41,0.61,2026-05-19,105,N,VIIRS,n,2.0NRT,287.56,0.95,N
38.73642,26.94119,298.11,0.41,0.61,2026-05-19,105,N,VIIRS,n,2.0NRT,286.99,1.07,N
38.73993,26.94463,299.38,0.41,0.61,2026-05-19,105,N,VIIRS,n,2.0NRT,287.53,0.59,N
38.74046,26.94839,298.5,0.41,0.61,2026-05-19,105,N,VIIRS,n,2.0NRT,287.52,1.07,N
38.74527,26.94707,297.92,0.41,0.61,2026-05-19,105,N,VIIRS,n,2.0NRT,286.09,0.59,N
38.75315,26.94046,312.45,0.41,0.61,2026-05-19,105,N,VIIRS,n,2.0NRT,285.39,1.55,N
39.35233,22.98656,297.65,0.5,0.49,2026-05-19,105,N,VIIRS,n,2.0NRT,287.26,0.87,N
39.60627,27.87812,296.4,0.43,0.62,2026-05-19,105,N,VIIRS,n,2.0NRT,282.6,0.47,N
39.86292,26.2423,299.06,0.35,0.57,2026-05-19,105,N,VIIRS,n,2.0NRT,283.86,0.44,N
39.8679,26.24472,307.05,0.35,0.57,2026-05-19,105,N,VIIRS,n,2.0NRT,286.22,0.86,N
40.28371,23.44655,298.59,0.5,0.49,2026-05-19,105,N,VIIRS,n,2.0NRT,285.29,1.16,N
40.62851,17.99948,297.43,0.43,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,273.09,0.78,N
40.69798,22.95215,299.49,0.46,0.47,2026-05-19,105,N,VIIRS,n,2.0NRT,285.28,0.52,N
40.7545,29.7659,297.38,0.5,0.65,2026-05-19,105,N,VIIRS,n,2.0NRT,283.72,1.62,N
40.75616,29.76034,306.0,0.5,0.65,2026-05-19,105,N,VIIRS,n,2.0NRT,284.89,1.62,N
40.75649,29.76281,301.33,0.49,0.65,2026-05-19,105,N,VIIRS,n,2.0NRT,284.33,1.3,N
41.02155,28.55613,308.65,0.43,0.62,2026-05-19,105,N,VIIRS,n,2.0NRT,285.44,0.93,N
41.73564,13.00672,295.25,0.4,0.37,2026-05-19,105,N,VIIRS,n,2.0NRT,281.92,0.43,N
43.23175,27.59498,303.85,0.33,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,283.81,0.87,N
43.30597,-3.02962,302.56,0.74,0.76,2026-05-19,105,N,VIIRS,n,2.0NRT,280.23,2.09,N
43.31115,-3.02541,300.26,0.74,0.76,2026-05-19,105,N,VIIRS,n,2.0NRT,280.26,1.01,N
43.4365,4.89527,296.29,0.6,0.53,2026-05-19,105,N,VIIRS,n,2.0NRT,282.37,0.66,N
43.44143,4.8959,300.98,0.6,0.53,2026-05-19,105,N,VIIRS,n,2.0NRT,282.36,2.41,N
43.44637,4.89649,318.43,0.6,0.53,2026-05-19,105,N,VIIRS,n,2.0NRT,284.6,2.41,N
43.6589,11.83644,295.67,0.45,0.39,2026-05-19,105,N,VIIRS,n,2.0NRT,280.52,0.74,N
44.41879,7.91101,320.52,0.44,0.46,2026-05-19,105,N,VIIRS,n,2.0NRT,278.45,2.33,N
44.59597,20.97458,299.42,0.48,0.4,2026-05-19,105,N,VIIRS,n,2.0NRT,274.39,1.3,N
44.77578,26.33468,300.41,0.53,0.5,2026-05-19,105,N,VIIRS,n,2.0NRT,281.86,2.17,N
44.78018,26.33694,319.33,0.53,0.5,2026-05-19,105,N,VIIRS,n,2.0NRT,282.85,2.17,N
45.12358,25.42,311.87,0.47,0.48,2026-05-19,105,N,VIIRS,n,2.0NRT,283.38,1.1,N
45.14611,9.94132,330.08,0.54,0.42,2026-05-19,105,N,VIIRS,n,2.0NRT,284.73,4.56,N
45.47886,10.2143,315.41,0.53,0.42,2026-05-19,105,N,VIIRS,n,2.0NRT,274.09,1.7,N
45.51081,10.24921,298.85,0.53,0.42,2026-05-19,105,N,VIIRS,n,2.0NRT,284.61,1.59,N
45.51086,10.2484,301.46,0.53,0.42,2026-05-19,105,N,VIIRS,n,2.0NRT,284.67,0.88,N
45.51933,11.49743,311.0,0.48,0.4,2026-05-19,105,N,VIIRS,n,2.0NRT,284.83,1.53,N
47.06938,8.26716,316.99,0.45,0.47,2026-05-19,105,N,VIIRS,n,2.0NRT,279.27,2.19,N
47.37977,15.06472,297.61,0.4,0.37,2026-05-19,105,N,VIIRS,n,2.0NRT,281.15,1.02,N
48.26298,14.33085,300.34,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,282.06,1.0,N
48.27355,14.34048,327.88,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,283.23,2.04,N
48.27573,14.32359,301.2,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,283.41,0.89,N
48.27626,14.34711,314.0,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,282.36,2.04,N
48.27698,14.34149,312.71,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,283.37,2.04,N
48.27771,14.33586,343.13,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,286.79,11.67,N
48.28041,14.34249,307.12,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,281.72,1.14,N
48.28114,14.33686,297.51,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,284.23,1.37,N
48.33316,9.73279,300.75,0.4,0.44,2026-05-19,105,N,VIIRS,n,2.0NRT,278.41,1.19,N
35.09663,5.64524,299.82,0.45,0.47,2026-05-19,107,N,VIIRS,n,2.0NRT,287.98,0.91,N
35.34636,5.76108,296.77,0.44,0.46,2026-05-19,107,N,VIIRS,n,2.0NRT,281.95,2.05,N
35.35066,5.76164,324.57,0.44,0.46,2026-05-19,107,N,VIIRS,n,2.0NRT,285.09,2.05,N
35.70931,4.47386,302.32,0.53,0.5,2026-05-19,107,N,VIIRS,n,2.0NRT,284.66,0.79,N
35.80658,-0.24476,300.36,0.48,0.65,2026-05-19,107,N,VIIRS,n,2.0NRT,287.71,1.37,N
35.80736,-0.2611,305.66,0.49,0.65,2026-05-19,107,N,VIIRS,n,2.0NRT,286.63,1.2,N
35.81397,-0.27191,304.31,0.49,0.65,2026-05-19,107,N,VIIRS,n,2.0NRT,286.94,0.79,N
35.81423,-0.27734,305.91,0.49,0.65,2026-05-19,107,N,VIIRS,n,2.0NRT,285.92,0.79,N
37.91908,23.07125,299.66,0.55,0.51,2026-05-19,107,N,VIIRS,n,2.0NRT,288.89,1.54,N
65.56345,22.22906,348.43,0.51,0.49,2026-05-19,238,N,VIIRS,n,2.0NRT,282.42,16.3,D
51.26887,11.65956,295.63,0.46,0.64,2026-05-19,241,N,VIIRS,n,2.0NRT,279.41,0.58,N
51.36302,6.71186,296.28,0.6,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,278.73,1.82,N
51.3653,6.70388,305.96,0.6,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.24,1.82,N
51.36752,6.71516,307.59,0.6,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.78,1.82,N
51.3698,6.7072,313.57,0.6,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,282.49,1.82,N
51.48275,6.71959,330.35,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.3,5.09,N
51.4828,6.70039,318.42,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,280.32,2.48,N
51.48503,6.71158,300.35,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.42,2.48,N
51.48505,6.69253,298.62,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.48,1.51,N
51.48729,6.70367,304.47,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.72,2.48,N
51.49394,6.73743,325.42,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,279.71,3.15,N
51.49843,6.74074,304.56,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,278.85,3.15,N
51.50292,6.72497,297.25,0.59,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,282.18,1.6,N
51.61927,8.50974,295.85,0.34,0.56,2026-05-19,241,N,VIIRS,n,2.0NRT,278.25,0.38,N
51.68563,15.97715,329.5,0.64,0.72,2026-05-19,241,N,VIIRS,n,2.0NRT,276.16,3.48,N
51.68738,15.9854,301.95,0.64,0.72,2026-05-19,241,N,VIIRS,n,2.0NRT,276.19,4.06,N
51.69056,15.97719,339.34,0.64,0.72,2026-05-19,241,N,VIIRS,n,2.0NRT,277.15,4.06,N
51.69134,15.98314,327.76,0.64,0.72,2026-05-19,241,N,VIIRS,n,2.0NRT,276.45,3.48,N
51.8563,8.02825,298.8,0.32,0.55,2026-05-19,241,N,VIIRS,n,2.0NRT,278.33,0.36,N
52.15194,10.3981,313.77,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,279.39,1.74,N
52.15517,10.40755,324.84,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,279.15,2.13,N
52.15684,10.40236,334.57,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,280.77,5.86,N
52.16008,10.4118,296.92,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,278.45,2.13,N
52.16333,10.42118,295.87,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,278.79,1.13,N
52.16499,10.41602,308.91,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,278.73,1.13,N
52.16659,10.43058,302.21,0.39,0.59,2026-05-19,241,N,VIIRS,n,2.0NRT,278.73,0.87,N
52.17393,14.61642,302.75,0.55,0.68,2026-05-19,241,N,VIIRS,n,2.0NRT,278.29,1.23,N
52.48264,4.59236,326.19,0.46,0.47,2026-05-19,241,N,VIIRS,n,2.0NRT,279.72,2.28,N
52.48428,4.58604,306.3,0.46,0.47,2026-05-19,241,N,VIIRS,n,2.0NRT,279.25,2.28,N
52.49147,4.61357,302.96,0.46,0.47,2026-05-19,241,N,VIIRS,n,2.0NRT,276.66,1.59,N
52.49313,4.6072,317.63,0.46,0.47,2026-05-19,241,N,VIIRS,n,2.0NRT,277.99,1.59,N
52.49718,4.61003,299.71,0.46,0.47,2026-05-19,241,N,VIIRS,n,2.0NRT,275.63,1.0,N
53.13562,8.67883,315.22,0.62,0.54,2026-05-19,241,N,VIIRS,n,2.0NRT,279.91,2.0,N
53.13815,8.67033,298.66,0.62,0.54,2026-05-19,241,N,VIIRS,n,2.0NRT,276.5,2.0,N
53.51259,10.04054,295.35,0.34,0.56,2026-05-19,241,N,VIIRS,n,2.0NRT,280.12,0.57,N
57.82902,13.15105,298.98,0.6,0.53,2026-05-19,241,N,VIIRS,n,2.0NRT,274.09,0.44,N
45.14677,9.93815,302.6,0.64,0.72,2026-05-19,243,N,VIIRS,n,2.0NRT,280.83,2.1,N
45.38213,11.94538,299.15,0.76,0.77,2026-05-19,243,N,VIIRS,n,2.0NRT,280.31,1.0,N
48.27276,14.33658,323.37,0.75,0.77,2026-05-19,243,N,VIIRS,n,2.0NRT,279.05,3.14,N
48.27458,14.344,301.72,0.75,0.77,2026-05-19,243,N,VIIRS,n,2.0NRT,278.16,3.21,N
48.27631,14.3274,295.22,0.75,0.77,2026-05-19,243,N,VIIRS,n,2.0NRT,279.56,3.14,N
48.27819,14.33479,320.46,0.75,0.77,2026-05-19,243,N,VIIRS,n,2.0NRT,280.72,3.21,N
48.27894,14.34219,297.38,0.75,0.77,2026-05-19,243,N,VIIRS,n,2.0NRT,278.81,2.51,N
51.68684,4.55865,318.79,0.48,0.48,2026-05-19,243,N,VIIRS,n,2.0NRT,279.21,2.25,N
57.08312,0.89216,312.25,0.42,0.38,2026-05-19,243,N,VIIRS,n,2.0NRT,279.91,0.88,N
36.17628,3.7461,302.81,0.62,0.71,2026-05-19,245,N,VIIRS,n,2.0NRT,280.88,1.7,N
36.17741,3.74766,309.8,0.62,0.72,2026-05-19,245,N,VIIRS,n,2.0NRT,281.85,3.38,N
36.18235,3.74968,298.17,0.62,0.71,2026-05-19,245,N,VIIRS,n,2.0NRT,280.85,1.08,N
36.62804,3.23178,299.42,0.57,0.69,2026-05-19,245,N,VIIRS,n,2.0NRT,284.46,1.72,N
36.67879,3.12542,300.91,0.56,0.69,2026-05-19,245,N,VIIRS,n,2.0NRT,284.43,0.71,N
36.68086,3.12549,298.5,0.56,0.69,2026-05-19,245,N,VIIRS,n,2.0NRT,284.25,0.37,N
36.74363,6.25299,305.13,0.8,0.78,2026-05-19,245,N,VIIRS,n,2.0NRT,281.29,2.2,N
36.74657,6.25056,302.37,0.79,0.78,2026-05-19,245,N,VIIRS,n,2.0NRT,282.31,2.49,N
36.74893,3.08133,300.44,0.55,0.68,2026-05-19,245,N,VIIRS,n,2.0NRT,285.13,0.95,N
43.30939,-3.02593,304.05,0.57,0.43,2026-05-19,245,N,VIIRS,n,2.0NRT,279.98,1.44,N
35.31148,-1.34272,306.0,0.35,0.57,2026-05-19,247,N,VIIRS,n,2.0NRT,286.31,0.98,N
35.45856,-0.39725,299.97,0.39,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,285.63,0.66,N
35.52687,-0.27825,296.45,0.4,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,284.75,0.77,N
35.53202,-0.27545,298.29,0.4,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,286.0,0.75,N
35.56419,-0.93759,296.77,0.37,0.58,2026-05-19,247,N,VIIRS,n,2.0NRT,284.3,0.51,N
35.56749,-0.93878,301.22,0.37,0.58,2026-05-19,247,N,VIIRS,n,2.0NRT,285.14,0.57,N
35.56927,-5.41817,296.68,0.42,0.46,2026-05-19,247,N,VIIRS,n,2.0NRT,285.27,0.57,N
35.80284,-0.21158,297.8,0.4,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,286.84,0.96,N
35.80547,-0.24373,305.46,0.39,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,287.68,1.74,N
35.80768,-0.25209,298.53,0.39,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,285.29,0.8,N
35.80885,-0.25652,301.05,0.39,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,286.24,0.8,N
35.81222,-0.26925,324.52,0.39,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,287.27,1.55,N
35.81745,-0.26687,314.38,0.39,0.6,2026-05-19,247,N,VIIRS,n,2.0NRT,288.19,1.55,N
36.1273,1.23974,302.43,0.46,0.64,2026-05-19,247,N,VIIRS,n,2.0NRT,285.55,1.2,N
37.2261,-4.31566,298.04,0.45,0.47,2026-05-19,247,N,VIIRS,n,2.0NRT,282.33,0.52,N
37.95732,-8.80237,297.18,0.42,0.38,2026-05-19,247,N,VIIRS,n,2.0NRT,287.01,0.88,N
37.9831,-8.81793,304.01,0.42,0.38,2026-05-19,247,N,VIIRS,n,2.0NRT,283.42,0.6,N
55.48156,28.59773,328.8,0.62,0.71,2026-05-19,909,N,VIIRS,n,2.0NRT,288.48,2.61,D
55.48322,28.5943,331.32,0.62,0.71,2026-05-19,909,N,VIIRS,n,2.0NRT,288.08,5.19,D
55.48665,28.6027,335.97,0.62,0.71,2026-05-19,909,N,VIIRS,n,2.0NRT,288.63,5.19,D
65.56189,22.22379,341.66,0.63,0.54,2026-05-19,913,N,VIIRS,n,2.0NRT,298.73,9.95,D
65.7651,24.1809,327.06,0.56,0.51,2026-05-19,913,N,VIIRS,n,2.0NRT,294.7,3.97,D
65.76775,24.18617,330.76,0.56,0.51,2026-05-19,913,N,VIIRS,n,2.0NRT,295.62,6.73,D
65.76846,24.19043,325.12,0.56,0.51,2026-05-19,913,N,VIIRS,n,2.0NRT,294.7,3.97,D
40.98689,27.48861,330.46,0.57,0.43,2026-05-19,1045,N,VIIRS,n,2.0NRT,299.7,1.53,D
41.059,28.65569,329.36,0.51,0.41,2026-05-19,1045,N,VIIRS,l,2.0NRT,302.7,4.02,D
46.97293,18.19113,328.67,0.35,0.57,2026-05-19,1049,N,VIIRS,n,2.0NRT,291.56,1.48,D
48.27326,14.34174,329.0,0.47,0.64,2026-05-19,1049,N,VIIRS,n,2.0NRT,298.69,6.42,D
48.27422,14.33987,336.77,0.47,0.64,2026-05-19,1049,N,VIIRS,n,2.0NRT,298.34,9.21,D
48.27864,14.33786,343.5,0.47,0.64,2026-05-19,1049,N,VIIRS,n,2.0NRT,290.45,6.49,D
50.36437,18.60766,332.26,0.54,0.51,2026-05-19,1049,N,VIIRS,n,2.0NRT,287.62,2.43,D
51.68835,15.9777,341.2,0.62,0.54,2026-05-19,1049,N,VIIRS,n,2.0NRT,301.69,19.56,D
51.68875,15.97819,341.62,0.62,0.54,2026-05-19,1049,N,VIIRS,n,2.0NRT,302.4,13.76,D
51.89307,29.33953,326.66,0.38,0.36,2026-05-19,1049,N,VIIRS,l,2.0NRT,300.5,2.45,D
53.16736,28.51908,328.49,0.38,0.36,2026-05-19,1049,N,VIIRS,n,2.0NRT,293.52,1.84,D
54.18618,28.49975,330.57,0.38,0.36,2026-05-19,1049,N,VIIRS,n,2.0NRT,296.9,2.66,D
55.486,28.60216,330.74,0.39,0.36,2026-05-19,1049,N,VIIRS,n,2.0NRT,295.89,1.9,D
52.32698,13.27232,325.76,0.37,0.58,2026-05-19,1051,N,VIIRS,l,2.0NRT,299.27,3.38,D
57.06171,9.9789,334.29,0.33,0.55,2026-05-19,1051,N,VIIRS,n,2.0NRT,296.21,2.86,D
57.06323,9.97408,325.23,0.33,0.55,2026-05-19,1051,N,VIIRS,n,2.0NRT,294.48,3.64,D
59.18056,28.7761,351.57,0.41,0.37,2026-05-19,1051,N,VIIRS,n,2.0NRT,303.23,6.13,D
65.56328,22.21708,342.76,0.39,0.36,2026-05-19,1053,N,VIIRS,n,2.0NRT,300.01,8.93,D
66.10339,24.876,343.14,0.42,0.38,2026-05-19,1053,N,VIIRS,n,2.0NRT,294.69,5.73,D
35.3507,5.76238,338.1,0.5,0.41,2026-05-19,1225,N,VIIRS,l,2.0NRT,310.67,4.89,D
36.06294,1.14236,349.44,0.54,0.51,2026-05-19,1227,N,VIIRS,n,2.0NRT,306.51,7.03,D
36.17822,3.74964,332.32,0.4,0.44,2026-05-19,1227,N,VIIRS,l,2.0NRT,306.91,2.53,D
36.68258,3.12335,343.7,0.42,0.45,2026-05-19,1227,N,VIIRS,n,2.0NRT,305.05,4.29,D
36.74728,6.25507,346.63,0.45,0.39,2026-05-19,1227,N,VIIRS,n,2.0NRT,310.09,16.1,D
37.24179,-7.52419,342.55,0.71,0.75,2026-05-19,1227,N,VIIRS,n,2.0NRT,300.28,9.09,D
37.67908,-1.18013,331.41,0.33,0.55,2026-05-19,1227,N,VIIRS,l,2.0NRT,305.46,1.79,D
37.98182,-8.82495,357.0,0.78,0.78,2026-05-19,1227,N,VIIRS,n,2.0NRT,290.53,25.82,D
37.98475,-8.81614,367.0,0.78,0.78,2026-05-19,1227,N,VIIRS,h,2.0NRT,292.15,43.54,D
38.47156,-6.21512,345.72,0.57,0.69,2026-05-19,1227,N,VIIRS,n,2.0NRT,303.16,7.84,D
39.59518,-3.68029,330.62,0.39,0.6,2026-05-19,1227,N,VIIRS,l,2.0NRT,305.18,2.77,D
39.97626,9.63954,348.25,0.39,0.36,2026-05-19,1227,N,VIIRS,n,2.0NRT,296.09,5.68,D
39.97956,9.63871,337.11,0.39,0.36,2026-05-19,1227,N,VIIRS,n,2.0NRT,294.72,3.9,D
40.39333,16.70549,332.95,0.45,0.47,2026-05-19,1227,N,VIIRS,n,2.0NRT,299.86,3.38,D
40.53457,17.77926,335.09,0.52,0.5,2026-05-19,1227,N,VIIRS,n,2.0NRT,297.03,2.39,D
40.53637,17.78127,331.33,0.52,0.5,2026-05-19,1227,N,VIIRS,n,2.0NRT,297.07,1.94,D
41.21722,0.07027,341.6,0.47,0.48,2026-05-19,1227,N,VIIRS,n,2.0NRT,303.82,5.84,D
41.21854,0.07337,341.91,0.47,0.48,2026-05-19,1227,N,VIIRS,n,2.0NRT,304.58,3.9,D
41.54634,0.44364,341.12,0.44,0.46,2026-05-19,1227,N,VIIRS,n,2.0NRT,299.57,5.06,D
41.54768,15.47662,341.12,0.41,0.45,2026-05-19,1227,N,VIIRS,n,2.0NRT,298.85,7.08,D
41.54925,0.43667,352.06,0.44,0.46,2026-05-19,1227,N,VIIRS,n,2.0NRT,298.6,8.45,D
41.55046,0.44194,341.07,0.44,0.46,2026-05-19,1227,N,VIIRS,n,2.0NRT,298.98,5.06,D
43.44521,4.88173,332.88,0.42,0.37,2026-05-19,1227,N,VIIRS,n,2.0NRT,298.39,4.41,D
43.44553,4.84398,332.6,0.42,0.37,2026-05-19,1227,N,VIIRS,l,2.0NRT,306.53,5.06,D
43.96246,15.4477,340.28,0.43,0.46,2026-05-19,1227,N,VIIRS,n,2.0NRT,299.33,5.44,D
43.96493,15.44439,342.01,0.43,0.46,2026-05-19,1227,N,VIIRS,n,2.0NRT,298.93,5.83,D
45.01116,7.60565,327.94,0.38,0.36,2026-05-19,1229,N,VIIRS,n,2.0NRT,289.33,2.21,D
45.47893,10.21572,325.84,0.42,0.38,2026-05-19,1229,N,VIIRS,n,2.0NRT,287.53,1.58,D
47.06852,8.26554,325.74,0.4,0.37,2026-05-19,1229,N,VIIRS,n,2.0NRT,284.36,2.93,D
48.27525,14.32697,337.42,0.43,0.46,2026-05-19,1229,N,VIIRS,n,2.0NRT,304.2,6.16,D
48.2762,14.3387,349.08,0.43,0.46,2026-05-19,1229,N,VIIRS,n,2.0NRT,304.16,11.73,D
48.3541,18.5467,331.19,0.33,0.56,2026-05-19,1229,N,VIIRS,n,2.0NRT,293.54,1.67,D
48.60524,21.18137,335.51,0.44,0.63,2026-05-19,1229,N,VIIRS,n,2.0NRT,287.78,4.12,D
51.17506,16.11346,331.67,0.55,0.51,2026-05-19,1232,N,VIIRS,n,2.0NRT,294.11,3.26,D
51.68905,15.98011,342.2,0.55,0.51,2026-05-19,1232,N,VIIRS,n,2.0NRT,305.09,12.61,D
52.15978,10.41604,327.03,0.5,0.41,2026-05-19,1232,N,VIIRS,l,2.0NRT,298.44,4.83,D
52.16052,10.42342,337.77,0.5,0.41,2026-05-19,1232,N,VIIRS,n,2.0NRT,306.36,4.83,D
52.16973,14.62733,342.19,0.49,0.48,2026-05-19,1232,N,VIIRS,n,2.0NRT,292.76,6.82,D
52.17089,14.62767,347.49,0.49,0.48,2026-05-19,1232,N,VIIRS,n,2.0NRT,293.92,8.65,D
52.17106,10.41309,325.77,0.5,0.41,2026-05-19,1232,N,VIIRS,n,2.0NRT,294.94,12.21,D
52.1718,10.42049,332.8,0.5,0.41,2026-05-19,1232,N,VIIRS,n,2.0NRT,299.69,12.21,D
52.17556,10.41951,332.88,0.5,0.41,2026-05-19,1232,N,VIIRS,n,2.0NRT,294.84,12.21,D
57.06283,9.97786,329.4,0.56,0.43,2026-05-19,1232,N,VIIRS,n,2.0NRT,297.77,4.34,D
65.56576,22.21972,367.0,0.52,0.67,2026-05-19,1234,N,VIIRS,h,2.0NRT,290.76,14.9,D
37.07708,-6.25367,338.21,0.56,0.52,2026-05-19,1408,N,VIIRS,l,2.0NRT,308.81,6.01,D
37.07755,-6.24723,345.53,0.56,0.52,2026-05-19,1408,N,VIIRS,n,2.0NRT,310.2,6.01,D
37.07794,-6.24759,350.63,0.56,0.52,2026-05-19,1408,N,VIIRS,n,2.0NRT,309.69,16.44,D
37.98161,-8.16884,349.41,0.45,0.47,2026-05-19,1408,N,VIIRS,n,2.0NRT,306.53,8.3,D
37.98246,-8.17162,334.66,0.45,0.47,2026-05-19,1408,N,VIIRS,n,2.0NRT,304.56,3.34,D
37.98436,-8.812,342.72,0.42,0.45,2026-05-19,1408,N,VIIRS,n,2.0NRT,301.32,51.63,D
38.25643,-7.36954,334.17,0.5,0.49,2026-05-19,1408,N,VIIRS,n,2.0NRT,300.07,3.41,D
38.25662,-7.37148,335.05,0.5,0.49,2026-05-19,1408,N,VIIRS,n,2.0NRT,302.13,6.86,D
38.2579,-7.35225,335.88,0.5,0.49,2026-05-19,1408,N,VIIRS,n,2.0NRT,305.66,3.06,D
38.25799,-7.35418,335.31,0.5,0.49,2026-05-19,1408,N,VIIRS,n,2.0NRT,305.88,6.49,D
38.70978,-6.85256,342.38,0.54,0.51,2026-05-19,1408,N,VIIRS,n,2.0NRT,309.6,7.36,D
41.21551,0.07705,338.9,0.66,0.73,2026-05-19,1410,N,VIIRS,n,2.0NRT,287.69,6.59,D
42.03569,-8.27818,333.1,0.5,0.49,2026-05-19,1410,N,VIIRS,n,2.0NRT,293.42,3.49,D
59.38552,28.46116,306.13,0.65,0.73,2026-05-19,2301,N,VIIRS,n,2.0NRT,285.78,1.72,N
60.42003,29.99577,297.14,0.58,0.69,2026-05-19,2301,N,VIIRS,n,2.0NRT,286.31,2.72,N
