latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.13866,2.92934,297.17,0.54,0.42,2026-05-18,126,N,VIIRS,n,2.0NRT,273.29,0.77,N
36.17645,5.57201,299.69,0.43,0.38,2026-05-18,126,N,VIIRS,n,2.0NRT,279.58,0.96,N
36.17891,3.74723,295.74,0.5,0.41,2026-05-18,126,N,VIIRS,n,2.0NRT,263.97,0.63,N
36.3327,5.4813,297.86,0.43,0.38,2026-05-18,126,N,VIIRS,n,2.0NRT,281.22,1.6,N
36.52269,10.66804,297.45,0.41,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,283.89,0.4,N
36.59115,10.31806,303.29,0.4,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,285.73,0.74,N
36.59634,2.87824,298.78,0.55,0.43,2026-05-18,126,N,VIIRS,n,2.0NRT,277.25,0.84,N
36.63222,3.23281,296.47,0.53,0.42,2026-05-18,126,N,VIIRS,n,2.0NRT,284.68,1.2,N
36.67709,9.91917,310.73,0.39,0.36,2026-05-18,126,N,VIIRS,n,2.0NRT,284.08,0.7,N
36.68,3.12428,313.87,0.54,0.42,2026-05-18,126,N,VIIRS,n,2.0NRT,287.04,1.19,N
36.74443,6.25667,295.35,0.41,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,284.35,1.39,N
36.74508,6.25207,299.24,0.41,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,287.87,1.39,N
36.74707,6.25437,333.23,0.41,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,286.99,3.73,N
36.74785,6.2574,327.35,0.41,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,285.89,1.39,N
36.74803,3.08046,298.94,0.54,0.42,2026-05-18,126,N,VIIRS,n,2.0NRT,285.45,0.71,N
36.76144,7.30906,315.56,0.39,0.36,2026-05-18,126,N,VIIRS,n,2.0NRT,285.01,1.9,N
36.77676,10.19964,300.9,0.4,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,286.98,0.36,N
36.79768,10.2858,307.22,0.4,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,286.13,0.84,N
36.87798,6.94071,298.54,0.4,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,283.97,0.75,N
36.88215,6.96003,308.64,0.4,0.37,2026-05-18,126,N,VIIRS,n,2.0NRT,282.83,0.8,N
57.08356,0.89145,317.33,0.56,0.43,2026-05-18,300,N,VIIRS,n,2.0NRT,279.52,1.85,N
58.4786,1.26992,303.94,0.53,0.42,2026-05-18,300,N,VIIRS,n,2.0NRT,279.39,0.83,N
52.64183,-8.68968,307.64,0.39,0.36,2026-05-18,302,N,VIIRS,n,2.0NRT,274.46,1.04,N
53.39745,-1.38718,303.42,0.39,0.44,2026-05-18,302,N,VIIRS,n,2.0NRT,264.11,0.55,N
53.56706,-0.5987,299.48,0.41,0.45,2026-05-18,302,N,VIIRS,n,2.0NRT,277.71,1.79,N
53.56852,-0.60455,323.86,0.41,0.45,2026-05-18,302,N,VIIRS,n,2.0NRT,277.77,1.79,N
53.63447,-0.24284,304.31,0.42,0.45,2026-05-18,302,N,VIIRS,n,2.0NRT,280.02,1.62,N
43.40981,-3.83939,303.82,0.57,0.52,2026-05-18,304,N,VIIRS,n,2.0NRT,269.35,1.01,N
43.44556,4.89869,299.22,0.71,0.75,2026-05-18,304,N,VIIRS,n,2.0NRT,273.35,1.17,N
35.76431,-0.26857,296.73,0.69,0.74,2026-05-18,306,N,VIIRS,n,2.0NRT,284.8,1.63,N
35.81008,-0.27099,296.16,0.69,0.74,2026-05-18,306,N,VIIRS,n,2.0NRT,281.71,1.25,N
35.81639,-0.26721,310.88,0.69,0.74,2026-05-18,306,N,VIIRS,n,2.0NRT,280.96,1.33,N
37.18102,-6.89285,295.88,0.58,0.52,2026-05-18,306,N,VIIRS,n,2.0NRT,285.49,1.41,N
37.9813,-8.81389,331.93,0.44,0.46,2026-05-18,306,N,VIIRS,n,2.0NRT,282.09,7.29,N
37.9824,-8.81879,339.29,0.44,0.46,2026-05-18,306,N,VIIRS,n,2.0NRT,285.01,11.11,N
38.31807,-6.71756,296.32,0.56,0.51,2026-05-18,306,N,VIIRS,n,2.0NRT,282.65,1.54,N
38.32137,-6.71612,302.03,0.56,0.51,2026-05-18,306,N,VIIRS,n,2.0NRT,282.75,1.05,N
38.92044,-9.01091,305.58,0.41,0.45,2026-05-18,306,N,VIIRS,n,2.0NRT,285.45,1.24,N
39.68549,-8.90527,298.02,0.4,0.44,2026-05-18,306,N,VIIRS,n,2.0NRT,281.11,0.7,N
39.93631,-3.74412,298.82,0.36,0.57,2026-05-18,306,N,VIIRS,n,2.0NRT,280.6,0.58,N
65.56424,22.22225,340.81,0.5,0.49,2026-05-18,932,N,VIIRS,n,2.0NRT,295.67,10.53,D
65.76417,24.19078,329.88,0.44,0.46,2026-05-18,932,N,VIIRS,n,2.0NRT,290.03,2.13,D
65.76766,24.18454,325.56,0.44,0.46,2026-05-18,932,N,VIIRS,n,2.0NRT,291.48,3.66,D
65.77007,24.1925,337.31,0.44,0.46,2026-05-18,932,N,VIIRS,n,2.0NRT,288.26,3.66,D
38.73716,26.93175,332.9,0.43,0.38,2026-05-18,1106,N,VIIRS,l,2.0NRT,305.85,6.78,D
38.7398,26.94628,335.16,0.43,0.38,2026-05-18,1106,N,VIIRS,l,2.0NRT,307.99,6.56,D
39.86467,26.24353,335.92,0.44,0.38,2026-05-18,1106,N,VIIRS,n,2.0NRT,307.47,3.39,D
40.2128,18.27499,328.55,0.33,0.55,2026-05-18,1106,N,VIIRS,n,2.0NRT,298.51,1.87,D
40.28233,17.97416,335.99,0.34,0.56,2026-05-18,1106,N,VIIRS,n,2.0NRT,301.19,1.63,D
40.41239,17.66516,341.21,0.34,0.56,2026-05-18,1106,N,VIIRS,n,2.0NRT,300.95,2.72,D
40.41304,17.66265,342.44,0.34,0.56,2026-05-18,1106,N,VIIRS,n,2.0NRT,300.63,3.47,D
40.53525,17.69983,330.96,0.34,0.56,2026-05-18,1106,N,VIIRS,n,2.0NRT,296.81,1.03,D
40.59946,16.9994,327.04,0.37,0.58,2026-05-18,1106,N,VIIRS,n,2.0NRT,295.91,1.55,D
40.99636,16.8992,327.32,0.36,0.58,2026-05-18,1106,N,VIIRS,n,2.0NRT,290.56,1.23,D
41.01503,27.96445,334.84,0.39,0.36,2026-05-18,1106,N,VIIRS,n,2.0NRT,303.33,3.12,D
41.28571,16.36087,356.33,0.38,0.59,2026-05-18,1106,N,VIIRS,l,2.0NRT,295.05,5.69,D
41.28692,16.36519,342.67,0.38,0.59,2026-05-18,1106,N,VIIRS,n,2.0NRT,295.24,5.69,D
42.3746,21.15155,343.46,0.42,0.45,2026-05-18,1106,N,VIIRS,n,2.0NRT,300.41,3.29,D
42.37671,21.15329,340.9,0.42,0.45,2026-05-18,1106,N,VIIRS,n,2.0NRT,298.56,3.75,D
45.02417,19.15828,334.22,0.45,0.47,2026-05-18,1108,N,VIIRS,n,2.0NRT,289.5,2.13,D
48.2769,14.33541,331.67,0.59,0.53,2026-05-18,1108,N,VIIRS,n,2.0NRT,301.21,8.54,D
48.60488,21.18016,336.72,0.47,0.4,2026-05-18,1108,N,VIIRS,n,2.0NRT,294.66,5.03,D
48.60841,21.17855,335.15,0.47,0.4,2026-05-18,1108,N,VIIRS,n,2.0NRT,294.95,5.03,D
48.6192,21.19392,327.46,0.47,0.4,2026-05-18,1108,N,VIIRS,n,2.0NRT,295.88,5.58,D
52.17198,14.62461,340.66,0.44,0.46,2026-05-18,1110,N,VIIRS,n,2.0NRT,300.36,4.82,D
56.34571,15.05932,331.07,0.51,0.41,2026-05-18,1110,N,VIIRS,n,2.0NRT,287.88,5.74,D
57.06237,9.97436,325.76,0.46,0.47,2026-05-18,1110,N,VIIRS,n,2.0NRT,292.27,1.46,D
57.70966,18.80212,325.56,0.4,0.37,2026-05-18,1110,N,VIIRS,n,2.0NRT,291.5,2.45,D
63.84329,11.35985,337.15,0.43,0.38,2026-05-18,1110,N,VIIRS,n,2.0NRT,286.17,3.54,D
64.64368,24.43094,329.44,0.48,0.4,2026-05-18,1110,N,VIIRS,n,2.0NRT,293.15,2.4,D
64.64728,24.42895,328.18,0.48,0.4,2026-05-18,1110,N,VIIRS,n,2.0NRT,293.31,5.35,D
65.56274,22.21725,338.04,0.44,0.39,2026-05-18,1110,N,VIIRS,n,2.0NRT,300.06,5.75,D
65.56382,22.22677,332.48,0.44,0.39,2026-05-18,1110,N,VIIRS,n,2.0NRT,296.1,3.97,D
65.76626,24.18164,329.8,0.49,0.4,2026-05-18,1110,N,VIIRS,n,2.0NRT,295.96,3.81,D
65.7673,24.19218,333.6,0.49,0.4,2026-05-18,1110,N,VIIRS,n,2.0NRT,293.15,3.81,D
58.68985,14.01901,333.6,0.48,0.4,2026-05-18,1113,N,VIIRS,n,2.0NRT,290.44,3.54,D
35.14209,-6.04863,332.51,0.39,0.59,2026-05-18,1246,N,VIIRS,n,2.0NRT,296.99,1.91,D
35.46458,-6.00401,330.1,0.38,0.59,2026-05-18,1246,N,VIIRS,n,2.0NRT,297.71,2.72,D
35.46563,-5.99992,340.18,0.38,0.59,2026-05-18,1246,N,VIIRS,n,2.0NRT,299.29,2.72,D
35.5672,-0.93678,331.84,0.41,0.45,2026-05-18,1246,N,VIIRS,n,2.0NRT,304.99,1.77,D
36.6067,10.58077,340.85,0.53,0.42,2026-05-18,1246,N,VIIRS,n,2.0NRT,306.01,12.76,D
36.6808,3.12589,334.03,0.41,0.37,2026-05-18,1246,N,VIIRS,l,2.0NRT,304.21,3.6,D
36.74803,6.25397,333.93,0.39,0.36,2026-05-18,1246,N,VIIRS,n,2.0NRT,301.09,4.9,D
36.74866,6.2583,333.44,0.39,0.36,2026-05-18,1246,N,VIIRS,n,2.0NRT,298.46,4.9,D
40.03965,18.18548,332.93,0.48,0.65,2026-05-18,1246,N,VIIRS,n,2.0NRT,299.59,3.56,D
40.23618,18.02714,328.79,0.47,0.64,2026-05-18,1246,N,VIIRS,n,2.0NRT,298.89,1.33,D
40.41317,17.66436,328.99,0.45,0.63,2026-05-18,1246,N,VIIRS,n,2.0NRT,298.78,2.58,D
44.11529,4.5056,328.51,0.4,0.37,2026-05-18,1249,N,VIIRS,n,2.0NRT,283.82,2.01,D
45.14488,9.94604,342.66,0.41,0.45,2026-05-18,1249,N,VIIRS,n,2.0NRT,298.52,13.41,D
45.14595,9.94334,354.74,0.41,0.45,2026-05-18,1249,N,VIIRS,n,2.0NRT,296.28,15.0,D
48.27293,14.34185,344.92,0.35,0.57,2026-05-18,1251,N,VIIRS,n,2.0NRT,302.41,4.91,D
48.2757,14.33751,334.86,0.35,0.57,2026-05-18,1251,N,VIIRS,n,2.0NRT,296.0,5.32,D
48.27589,14.34243,352.74,0.35,0.57,2026-05-18,1251,N,VIIRS,n,2.0NRT,296.44,5.32,D
48.27824,14.34143,342.6,0.35,0.57,2026-05-18,1251,N,VIIRS,n,2.0NRT,294.89,4.91,D
49.27698,6.78257,325.79,0.51,0.41,2026-05-18,1251,N,VIIRS,n,2.0NRT,293.99,2.52,D
49.3575,6.74869,333.3,0.51,0.41,2026-05-18,1251,N,VIIRS,n,2.0NRT,300.87,4.34,D
51.1732,3.81161,330.8,0.43,0.38,2026-05-18,1251,N,VIIRS,n,2.0NRT,281.75,4.75,D
51.68699,4.5634,333.12,0.46,0.39,2026-05-18,1251,N,VIIRS,n,2.0NRT,289.26,4.87,D
52.48394,4.59254,335.66,0.47,0.4,2026-05-18,1251,N,VIIRS,n,2.0NRT,293.4,5.98,D
52.49347,4.61126,340.8,0.47,0.4,2026-05-18,1251,N,VIIRS,n,2.0NRT,294.94,8.18,D
52.71305,-2.41205,329.24,0.39,0.36,2026-05-18,1251,N,VIIRS,n,2.0NRT,292.44,1.18,D
52.71629,-2.41356,327.78,0.39,0.36,2026-05-18,1251,N,VIIRS,n,2.0NRT,291.58,1.18,D
54.18433,-0.69086,325.18,0.39,0.36,2026-05-18,1253,N,VIIRS,n,2.0NRT,284.56,1.26,D
57.49302,-3.21058,336.18,0.38,0.36,2026-05-18,1253,N,VIIRS,n,2.0NRT,286.2,2.8,D
65.06593,6.72469,339.14,0.51,0.49,2026-05-18,1253,N,VIIRS,n,2.0NRT,279.89,4.87,D
37.98015,-8.16553,326.88,0.41,0.61,2026-05-18,1427,N,VIIRS,n,2.0NRT,289.02,3.07,D
64.66042,21.27041,297.7,0.73,0.76,2026-05-18,2316,N,VIIRS,n,2.0NRT,266.49,1.87,N
64.66135,21.28657,302.52,0.73,0.76,2026-05-18,2316,N,VIIRS,n,2.0NRT,266.3,1.87,N
64.66252,21.28274,323.91,0.73,0.76,2026-05-18,2316,N,VIIRS,n,2.0NRT,267.09,3.73,N
64.66848,21.28446,298.26,0.73,0.76,2026-05-18,2316,N,VIIRS,n,2.0NRT,266.4,1.87,N
65.76422,24.17201,342.57,0.6,0.71,2026-05-18,2316,N,VIIRS,n,2.0NRT,277.86,11.77,N
65.76473,24.18571,339.98,0.6,0.7,2026-05-18,2316,N,VIIRS,n,2.0NRT,279.66,4.67,N
65.76696,24.18045,367.0,0.6,0.71,2026-05-18,2316,N,VIIRS,h,2.0NRT,280.71,16.48,N
65.77136,24.18461,300.74,0.6,0.7,2026-05-18,2316,N,VIIRS,n,2.0NRT,277.25,4.67,N
51.89255,29.33461,297.32,0.38,0.59,2026-05-18,2320,N,VIIRS,n,2.0NRT,282.67,0.89,N
45.47059,29.00186,355.23,0.36,0.57,2026-05-18,2322,N,VIIRS,n,2.0NRT,284.87,5.16,N
48.97362,24.70973,299.71,0.6,0.7,2026-05-18,2322,N,VIIRS,n,2.0NRT,280.62,0.87,N
37.86011,29.37125,300.06,0.59,0.53,2026-05-18,2324,N,VIIRS,n,2.0NRT,283.74,1.13,N
38.42441,27.21375,299.42,0.39,0.59,2026-05-18,2324,N,VIIRS,n,2.0NRT,286.37,1.23,N
38.73534,26.94242,309.85,0.41,0.6,2026-05-18,2324,N,VIIRS,n,2.0NRT,288.77,1.36,N
38.74639,26.94805,300.28,0.41,0.6,2026-05-18,2324,N,VIIRS,n,2.0NRT,286.08,0.87,N
38.75251,26.93894,315.04,0.41,0.6,2026-05-18,2324,N,VIIRS,n,2.0NRT,285.79,1.52,N
39.09152,27.51283,299.32,0.38,0.59,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.05,0.36,N
39.09181,27.5122,299.51,0.38,0.59,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.6,1.1,N
39.86386,26.24294,306.14,0.45,0.63,2026-05-18,2324,N,VIIRS,n,2.0NRT,286.42,1.58,N
39.86762,26.24369,298.33,0.45,0.63,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.99,1.06,N
39.90103,28.87258,307.93,0.33,0.55,2026-05-18,2324,N,VIIRS,n,2.0NRT,280.52,0.91,N
39.90129,28.86839,296.72,0.33,0.55,2026-05-18,2324,N,VIIRS,n,2.0NRT,280.27,0.99,N
40.18441,29.22337,299.01,0.63,0.54,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.35,1.04,N
40.75609,29.75868,308.96,0.6,0.53,2026-05-18,2324,N,VIIRS,n,2.0NRT,286.07,2.04,N
40.78146,29.60045,298.93,0.61,0.54,2026-05-18,2324,N,VIIRS,n,2.0NRT,286.26,1.46,N
41.01763,28.55341,298.45,0.35,0.57,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.73,0.54,N
41.01835,28.55749,297.43,0.35,0.57,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.4,0.58,N
41.01859,28.55341,307.09,0.35,0.57,2026-05-18,2324,N,VIIRS,n,2.0NRT,285.54,0.58,N
41.0227,28.55794,295.62,0.35,0.57,2026-05-18,2324,N,VIIRS,n,2.0NRT,284.78,0.48,N
41.02292,28.55383,301.69,0.35,0.57,2026-05-18,2324,N,VIIRS,n,2.0NRT,285.67,0.48,N
41.03523,28.52248,302.58,0.35,0.57,2026-05-18,2324,N,VIIRS,n,2.0NRT,283.24,0.53,N
41.62756,27.68487,298.72,0.39,0.59,2026-05-18,2324,N,VIIRS,n,2.0NRT,281.95,0.39,N
37.18261,29.55958,304.47,0.57,0.52,2026-05-18,2326,N,VIIRS,n,2.0NRT,276.24,1.0,N
37.18741,29.56019,298.52,0.57,0.52,2026-05-18,2326,N,VIIRS,n,2.0NRT,277.16,0.54,N
37.77186,27.43987,300.41,0.37,0.58,2026-05-18,2326,N,VIIRS,n,2.0NRT,288.08,0.84,N
63.71246,25.30249,295.17,0.39,0.36,2026-05-19,58,N,VIIRS,n,2.0NRT,274.46,0.29,N
64.64654,24.425,330.96,0.4,0.37,2026-05-19,58,N,VIIRS,n,2.0NRT,272.77,3.76,N
64.66446,21.28324,317.82,0.44,0.38,2026-05-19,58,N,VIIRS,n,2.0NRT,274.87,2.15,N
65.56364,22.22528,298.12,0.44,0.38,2026-05-19,58,N,VIIRS,n,2.0NRT,279.61,2.17,N
65.56474,22.21607,328.61,0.44,0.38,2026-05-19,58,N,VIIRS,n,2.0NRT,281.39,2.17,N
66.31145,14.17282,306.72,0.45,0.47,2026-05-19,58,N,VIIRS,n,2.0NRT,279.55,1.35,N
58.346,11.42184,296.8,0.44,0.46,2026-05-19,100,N,VIIRS,n,2.0NRT,282.36,1.14,N
60.13578,15.42014,302.47,0.52,0.42,2026-05-19,100,N,VIIRS,n,2.0NRT,278.42,0.97,N
48.45704,17.19377,300.82,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,280.25,0.82,N
48.59311,20.84361,297.11,0.42,0.37,2026-05-19,102,N,VIIRS,n,2.0NRT,281.8,1.24,N
48.74649,26.60581,296.08,0.43,0.46,2026-05-19,102,N,VIIRS,n,2.0NRT,282.39,0.82,N
49.5305,8.41516,296.99,0.47,0.48,2026-05-19,102,N,VIIRS,n,2.0NRT,281.07,0.48,N
49.68027,18.66465,314.98,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,271.31,2.32,N
49.68851,18.65669,312.62,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,269.85,1.66,N
49.85952,18.27844,326.7,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,278.91,1.74,N
50.03891,18.48422,296.61,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,274.9,0.65,N
50.33578,19.29096,317.99,0.39,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,275.96,2.15,N
50.33666,19.28563,323.89,0.39,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,281.17,2.15,N
50.34168,19.33888,306.17,0.39,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,276.11,0.93,N
50.34258,19.33355,297.13,0.39,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,273.4,0.93,N
50.34304,18.8684,297.93,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,276.0,0.7,N
50.34554,19.29494,301.64,0.39,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,275.79,0.98,N
50.49179,19.46529,299.58,0.39,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,277.17,1.18,N
50.53321,17.9749,295.85,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,276.75,0.97,N
50.53647,17.97614,317.67,0.38,0.36,2026-05-19,102,N,VIIRS,n,2.0NRT,280.86,0.97,N
50.54352,26.26293,308.63,0.57,0.43,2026-05-19,102,N,VIIRS,n,2.0NRT,283.21,1.8,N
50.54557,26.26209,300.35,0.56,0.43,2026-05-19,102,N,VIIRS,n,2.0NRT,282.37,1.07,N
50.76212,5.67066,297.48,0.32,0.54,2026-05-19,102,N,VIIRS,n,2.0NRT,276.74,0.79,N
50.89603,28.22108,305.38,0.44,0.46,2026-05-19,102,N,VIIRS,n,2.0NRT,281.67,0.89,N
50.89751,28.21517,296.68,0.44,0.46,2026-05-19,102,N,VIIRS,n,2.0NRT,281.35,0.89,N
50.93089,21.67856,314.41,0.41,0.37,2026-05-19,102,N,VIIRS,n,2.0NRT,281.06,1.56,N
51.13803,23.54955,304.07,0.45,0.39,2026-05-19,102,N,VIIRS,n,2.0NRT,282.82,1.05,N
51.13941,23.55015,304.36,0.45,0.39,2026-05-19,102,N,VIIRS,n,2.0NRT,282.99,0.84,N
51.29636,7.0118,306.12,0.56,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,280.35,2.36,N
51.2981,7.00664,306.04,0.56,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,279.75,1.47,N
51.36613,6.7072,330.54,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,283.05,5.17,N
51.37055,6.71642,298.02,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,281.09,2.17,N
51.48061,6.72078,317.86,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,279.46,3.06,N
51.48197,6.69505,301.58,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,278.06,1.44,N
51.48548,6.72149,295.58,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,279.11,1.44,N
51.48639,6.70439,308.77,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,277.85,1.47,N
51.48943,6.73926,300.62,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,274.35,2.38,N
51.4943,6.73997,304.52,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,273.81,1.57,N
51.49476,6.73141,297.46,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,276.75,1.57,N
51.5001,6.7234,295.65,0.58,0.52,2026-05-19,102,N,VIIRS,n,2.0NRT,279.35,1.47,N
51.59499,8.33231,303.92,0.5,0.49,2026-05-19,102,N,VIIRS,n,2.0NRT,278.85,1.09,N
51.59953,8.33299,295.18,0.5,0.49,2026-05-19,102,N,VIIRS,n,2.0NRT,278.6,0.72,N
51.68157,15.99373,310.19,0.41,0.37,2026-05-19,102,N,VIIRS,n,2.0NRT,279.54,1.33,N
51.69001,4.56227,296.32,0.36,0.57,2026-05-19,102,N,VIIRS,n,2.0NRT,279.97,1.52,N
51.6902,4.55685,319.82,0.36,0.57,2026-05-19,102,N,VIIRS,n,2.0NRT,281.92,1.52,N
51.69071,15.97826,310.88,0.41,0.37,2026-05-19,102,N,VIIRS,n,2.0NRT,279.55,1.1,N
51.87469,4.29372,295.27,0.37,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,282.12,1.07,N
52.15285,10.40482,298.36,0.42,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,279.04,3.62,N
52.15335,10.39868,338.89,0.42,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,282.59,7.19,N
52.15702,10.40572,342.67,0.42,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,283.8,3.62,N
52.16019,10.41892,303.66,0.41,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,278.87,1.1,N
52.16069,10.41276,312.1,0.41,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,280.69,3.15,N
52.16385,10.426,307.67,0.41,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,279.48,1.1,N
52.16435,10.41983,316.11,0.41,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,281.88,1.1,N
52.17319,10.41546,296.48,0.41,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,280.19,0.86,N
52.17356,14.62375,304.25,0.45,0.39,2026-05-19,102,N,VIIRS,n,2.0NRT,280.49,1.67,N
52.17433,14.61722,295.28,0.45,0.39,2026-05-19,102,N,VIIRS,n,2.0NRT,281.05,1.25,N
52.31435,10.25191,295.18,0.42,0.45,2026-05-19,102,N,VIIRS,n,2.0NRT,278.36,1.45,N
52.47544,4.58257,344.45,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,280.07,4.25,N
52.48606,4.58918,295.75,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,279.09,1.51,N
52.48623,4.58356,305.82,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,279.87,1.16,N
52.49077,4.61171,315.55,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,279.56,2.05,N
52.49094,4.60621,309.75,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,278.35,2.24,N
52.49616,4.61219,314.41,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,281.04,2.09,N
52.49633,4.6067,328.98,0.36,0.58,2026-05-19,102,N,VIIRS,n,2.0NRT,280.06,2.82,N
53.13297,8.68312,295.04,0.5,0.49,2026-05-19,102,N,VIIRS,n,2.0NRT,279.91,1.37,N
53.13346,8.6755,305.0,0.5,0.49,2026-05-19,102,N,VIIRS,n,2.0NRT,280.08,1.37,N
53.138,8.67633,310.6,0.5,0.49,2026-05-19,102,N,VIIRS,n,2.0NRT,280.58,1.37,N
35.77511,9.88968,302.46,0.44,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,287.74,1.14,N
36.08575,6.80596,304.68,0.4,0.44,2026-05-19,105,N,VIIRS,n,2.0NRT,281.38,0.88,N
36.12884,1.24171,299.35,0.4,0.6,2026-05-19,105,N,VIIRS,n,2.0NRT,286.49,0.89,N
36.12911,1.23706,303.01,0.4,0.6,2026-05-19,105,N,VIIRS,n,2.0NRT,285.2,0.89,N
36.14059,2.92703,296.82,0.32,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,280.94,0.37,N
36.17884,3.74714,308.3,0.58,0.52,2026-05-19,105,N,VIIRS,n,2.0NRT,282.21,2.41,N
36.33477,5.48162,300.57,0.47,0.48,2026-05-19,105,N,VIIRS,n,2.0NRT,282.33,1.17,N
36.45061,10.58796,299.18,0.42,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,283.71,0.88,N
36.59154,10.31685,296.21,0.43,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,285.76,0.5,N
36.59703,2.87522,296.33,0.33,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,283.22,0.38,N
36.59819,2.87744,301.47,0.33,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,284.61,0.31,N
36.6301,3.23225,301.58,0.63,0.54,2026-05-19,105,N,VIIRS,n,2.0NRT,285.71,1.21,N
36.679,3.12203,304.4,0.32,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,287.59,0.66,N
36.67921,9.92129,304.31,0.44,0.39,2026-05-19,105,N,VIIRS,n,2.0NRT,284.0,1.13,N
36.67927,3.11837,299.04,0.32,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,285.84,0.66,N
36.68206,3.12142,305.37,0.32,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,286.23,0.56,N
36.74324,6.25186,298.29,0.43,0.46,2026-05-19,105,N,VIIRS,n,2.0NRT,285.56,1.93,N
36.74581,6.25333,338.55,0.43,0.46,2026-05-19,105,N,VIIRS,n,2.0NRT,285.99,2.3,N
36.74641,3.0809,299.25,0.32,0.55,2026-05-19,105,N,VIIRS,n,2.0NRT,285.68,0.64,N
36.74699,6.25739,320.62,0.43,0.46,2026-05-19,105,N,VIIRS,n,2.0NRT,283.78,1.93,N
36.74749,6.2525,316.21,0.43,0.46,2026-05-19,105,N,VIIRS,n,2.0NRT,285.38,1.93,N
36.75006,6.25399,300.68,0.43,0.46,2026-05-19,105,N,VIIRS,n,2.0NRT,284.14,2.3,N
36.76031,7.30945,303.6,0.38,0.43,2026-05-19,105,N,VIIRS,n,2.0NRT,283.09,1.56,N
36.79731,10.28364,308.43,0.43,0.38,2026-05-19,105,N,VIIRS,n,2.0NRT,287.13,0.75,N
