latitude,longitude,acq_date,confidence,frp,daynight
37.92006,23.06749,2026-05-17,n,1.11,N
38.12723,23.52359,2026-05-17,n,0.53,N
38.42809,27.21735,2026-05-17,n,1.91,N
38.74125,26.95185,2026-05-17,n,0.92,N
38.74172,26.94663,2026-05-17,n,0.92,N
38.75135,26.93749,2026-05-17,n,1.86,N
39.11388,27.52369,2026-05-17,n,0.54,N
40.28456,23.44585,2026-05-17,n,0.66,N
40.75655,29.7594,2026-05-17,n,1.96,N
40.81905,22.69798,2026-05-17,n,1.94,N
40.82465,22.69823,2026-05-17,n,2.95,N
65.76323,24.1874,2026-05-18,n,3.39,D
65.76871,24.19019,2026-05-18,n,3.21,D
59.38541,28.45678,2026-05-18,n,1.47,N
60.2874,22.2937,2026-05-18,n,0.46,N
60.61017,16.79611,2026-05-18,n,0.91,N
63.701,22.7113,2026-05-18,n,0.64,N
64.66348,21.28078,2026-05-18,n,4.06,N
65.06525,6.72517,2026-05-18,n,1.09,N
65.11119,6.78788,2026-05-18,n,1.29,N
52.1711,14.62627,2026-05-18,n,1.15,N
52.17287,14.61524,2026-05-18,n,0.53,N
52.17612,14.61661,2026-05-18,n,0.53,N
53.52199,9.90407,2026-05-18,n,4.34,N
53.63552,-0.24388,2026-05-18,n,1.21,N
53.63567,-0.24968,2026-05-18,n,1.28,N
55.09598,21.79924,2026-05-18,n,1.09,N
55.57833,4.76001,2026-05-18,n,0.62,N
55.96208,26.09217,2026-05-18,n,0.64,N
55.96353,26.08632,2026-05-18,n,0.64,N
57.70933,18.80173,2026-05-18,n,2.18,N
58.38308,13.82811,2026-05-18,n,0.44,N
58.38416,13.82764,2026-05-18,n,0.61,N
58.47895,1.26068,2026-05-18,n,0.8,N
41.02043,28.55538,2026-05-18,n,2.49,N
